,_id,local,municipio,bairro,endereco,cep
170,67bf9e83f414a80755bb6bd7,ESCOLA MUNICIPAL VICE ALMIRANTE ÁLVARO ALBERTO MOTTA E SILVA,RIO DE JANEIRO,BARRA DA TIJUCA,AV. ADOLPHO DE VASCONCELOS 234 - COND. PONTOES,22793380
171,67bf9e83f414a80755bb6bd8,ESCOLA MUNICIPAL FINLANDIA,RIO DE JANEIRO,CAMORIM,ESTR. DOS BANDEIRANTES S/N,22783116
172,67bf9e83f414a80755bb6bd9,ESCOLA MUNICIPAL OLEGÁRIO DOMINGUES,RIO DE JANEIRO,VARGEM PEQUENA,ESTRADA DOS BANDEIRANTES 14809,22783025
173,67bf9e83f414a80755bb6bda,COLÉGIO ESTADUAL VICENTE JANNUZZI,RIO DE JANEIRO,BARRA DA TIJUCA,AV. DAS AMERICAS 6120 JUNTO AO COND. PORTAL,22793080
174,67bf9e83f414a80755bb6bdb,SANTA MÔNICA CENTRO EDUCACIONAL,RIO DE JANEIRO,RECREIO,"RUA ALMIRANTE ARY RONGEL, 555",22790430
175,67bf9e83f414a80755bb6bdc,ESCOLA MUNICIPAL DESEMBARGADOR NEY PALMEIRO,RIO DE JANEIRO,CAMORIM,"R IGARAPÉ-AÇU, 340",22783140
176,67bf9e83f414a80755bb6bdd,COLEGIO RECANTO,RIO DE JANEIRO,RECREIO,"AV GENARO DE CARVALHO, 1379",22795077
177,67bf9e83f414a80755bb6bde,COLÉGIO NOSSA SENHORA DA RESSURREIÇÃO,RIO DE JANEIRO,RECREIO,"AV GILKA MACHADO, 1529",22790570
178,67bf9e83f414a80755bb6bdf,ESCOLA MUNICIPAL FREI GASPAR,RIO DE JANEIRO,VARGEM GRANDE,"ESTRADA VEREADOR ALCEU DE CARVALHO, S/N",22785620
179,67bf9e83f414a80755bb6be0,SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA/UNIDADE VARGEM PEQUENA,RIO DE JANEIRO,VARGEM PEQUENA,"ESTRADA BOCA DO MATO, 850",22783325
180,67bf9e83f414a80755bb6be1,ESCOLA MUNICIPAL RUTH CARDOSO,RIO DE JANEIRO,RECREIO,RUA HISTORIADOR WERNECK DA SILVA,22790832
181,67bf9e83f414a80755bb6be2,CENTRO DE ENSINO FARIA BRITO,RIO DE JANEIRO,RECREIO,"AV. MIGUEL ANTÔNIO FERNANDES, 751",22790682
182,67bf9e83f414a80755bb6be3,COLÉGIO SANTO AGOSTINHO,RIO DE JANEIRO,BARRA DA TIJUCA,"RUA RINO LEVI, 485",22793720
183,67bf9e83f414a80755bb6be4,PENSI UNIDADE I RECREIO,RIO DE JANEIRO,RECREIO,"AVENIDA DAS AMÉRICAS, 15.403",22790701
184,67bf9e83f414a80755bb6be5,UNIVERSIDADE ESTÁCIO DE SÁ - UNIDADE RECREIO/BARRA WORLD,RIO DE JANEIRO,RECREIO,"AV. ALFREDO BALTAZAR DA SILVEIRA, 580 - COBERTURA",22790710
185,67bf9e83f414a80755bb6be6,COLÉGIO MX,RIO DE JANEIRO,RECREIO,"AV. LÚCIO COSTA, 17686",22785210
186,67bf9e83f414a80755bb6be7,COLÉGIO PALAS - UNIDADE RECREIO,RIO DE JANEIRO,RECREIO,"AV. DOS EUCALIPTOS, 90",22790490
187,67bf9e83f414a80755bb6be8,ESCOLA MUNICIPAL EMBAIXADOR ÍTALO ZAPPA,RIO DE JANEIRO,VARGEM PEQUENA,"ESTRADA DOS BANDEIRANTES, 11.227 - CONJUNTO CESAR MAIA",22783111
188,67bf9e83f414a80755bb6be9,ESCOLA CAROLINA PATRÍCIO - UNIDADE GOLFE OLÍMPICO,RIO DE JANEIRO,BARRA DA TIJUCA,"RUA PETRÔNIO CASTRO SOUZA, 495",22793324
189,67bf9e83f414a80755bb6bea,LEGACY SCHOOL ILHA PURA,RIO DE JANEIRO,CAMORIM,"ESTRADA DOS BANDEIRANTES, 8624",22795113
190,67bf9e83f414a80755bb6beb,COLÉGIO-CURSO TAMANDARÉ,RIO DE JANEIRO,VARGEM PEQUENA,"ESTRADA DOS BANDEIRANTES, 12999",22783117
191,67bf9e83f414a80755bb6bec,COLÉGIO NOTRE DAME RECREIO,RIO DE JANEIRO,RECREIO,"AVENIDA DAS AMÉRICAS, 19400",22790701
192,67bf9e83f414a80755bb6bed,COLÉGIO ALFA CEM - UNIDADE RECREIO,RIO DE JANEIRO,RECREIO,"AVENIDA GUINARD, 50",22640100
193,67bf9e83f414a80755bb6bee,COLÉGIO VARGEM GRANDE,RIO DE JANEIRO,VARGEM GRANDE,"RUA ESPERANÇA, 9",22785590
194,67bf9e83f414a80755bb6bef,ESCOLA MUNICIPAL VIRGILIO DE MELO FRANCO,RIO DE JANEIRO,ÁGUA SANTA,RUA ENGENHEIRO CLOVIS DAUDT 310,20740440
195,67bf9e83f414a80755bb6bf0,COLÉGIO SÃO JUDAS TADEU,RIO DE JANEIRO,ENCANTADO,"RUA CLARIMUNDO DE MELO, 79",20740321
196,67bf9e83f414a80755bb6bf1,ESCOLA MUNICIPAL FÉLIX PACHECO,RIO DE JANEIRO,PIEDADE,"RUA ASSIS CARNEIRO, 649",20740260
197,67bf9e83f414a80755bb6bf2,ESCOLA MUNICIPAL REPÚBLICA DE EL SALVADOR,RIO DE JANEIRO,PIEDADE,"RUA ALMEIDA NOGUEIRA, 85",21311280
198,67bf9e83f414a80755bb6bf3,ESCOLA MUNICIPAL SÉRVULO DE LIMA,RIO DE JANEIRO,PIEDADE,"RUA ELIAS DA SILVA,  27",20740210
199,67bf9e83f414a80755bb6bf4,1ª IGREJA BATISTA DA PIEDADE,RIO DE JANEIRO,PIEDADE,"RUA ASSIS CARNEIRO, 520",20740380
200,67bf9e83f414a80755bb6bf5,ESCOLA MUNICIPAL TOBIAS BARRETO,RIO DE JANEIRO,ENCANTADO,"RUA POMPÍLIO DE ALBUQUERQUE, 62",20745125
201,67bf9e83f414a80755bb6bf6,ESCOLA MUNICIPAL HAITI,RIO DE JANEIRO,QUINTINO BOCAIUVA,"RUA DUARTE TEIXEIRA, 45",21311330
202,67bf9e83f414a80755bb6bf7,ESCOLA MUNICIPAL OSWALDO TEIXEIRA,RIO DE JANEIRO,QUINTINO BOCAIUVA,"RUA MILÃO, 95",21311430
203,67bf9e83f414a80755bb6bf8,FAETEC - CEI QUINTINO,RIO DE JANEIRO,QUINTINO BOCAIUVA,"RUA CLARIMUNDO DE MELO, 847",21311280
204,67bf9e83f414a80755bb6bf9,COLEGIO NACIONAL,RIO DE JANEIRO,CASCADURA,RUA CLARIMUNDO DE MELLO 1195,21311060
205,67bf9e83f414a80755bb6bfa,ESCOLA MUNICIPAL BRIGADEIRO FARIA LIMA,RIO DE JANEIRO,ÁGUA SANTA,RUA VIOLETA S/N,20745180
206,67bf9e83f414a80755bb6bfb,IGREJA EVANGÉLICA CONGREGACIONAL DO ENCANTADO,RIO DE JANEIRO,ENCANTADO,"RUA MANOEL VITORINO, 77",20740280
207,67bf9e83f414a80755bb6bfc,COLÉGIO SOUZA MARQUES,RIO DE JANEIRO,CASCADURA,"AVENIDA ERNANI CARDOSO, 335",21310310
208,67bf9e83f414a80755bb6bfd,ESCOLA MUNICIPAL PARANÁ,RIO DE JANEIRO,CASCADURA,"AV. ERNANI CARDOSO, 316",21310310
209,67bf9e83f414a80755bb6bfe,CEFA,RIO DE JANEIRO,OSWALDO CRUZ,"RUA HENRIQUE BRAGA, 478",21341180
210,67bf9e83f414a80755bb6bff,ESCOLA MUNICIPAL CARDEAL ARCOVERDE,RIO DE JANEIRO,MADUREIRA,"RUA AGOSTINHO BARBALHO, S/N",21310130
211,67bf9e83f414a80755bb6c00,ESCOLA MUNICIPAL WALDOMIRO POTSCH,RIO DE JANEIRO,OSWALDO CRUZ,"RUA RIACHO DOCE, S/N",21340340
212,67bf9e83f414a80755bb6c01,ESCOLA MUNICIPAL RUGENDAS,RIO DE JANEIRO,CASCADURA,"RUA PADRE MANSO, S/N",21310260
213,67bf9e83f414a80755bb6c02,ESCOLA MUNICIPAL WALDEMAR FALCÃO,RIO DE JANEIRO,OSWALDO CRUZ,"PRACA JAGUARÉ,  53",21340420
214,67bf9e83f414a80755bb6c03,SISTEMA ELITE DE ENSINO,RIO DE JANEIRO,MADUREIRA,"RUA DOMINGOS LOPES, 614",21310120
215,67bf9e83f414a80755bb6c04,CLUBE DOS SUBTENENTES E SARGENTOS DO CORPO DE BOMBEIROS,RIO DE JANEIRO,MADUREIRA,"TRAVESSA CARLOS XAVIER, 96",21310010
216,67bf9e83f414a80755bb6c05,CLUBE DOS SUBOFICIAIS E SARGENTOS DA AERONÁUTICA,RIO DE JANEIRO,CASCADURA,"AVENIDA ERNANI CARDOSO, 183",21310310
217,67bf9e83f414a80755bb6c06,SANTA MONICA CENTRO EDUCACIONAL,RIO DE JANEIRO,MADUREIRA,"RUA JOÃO VICENTE, 173",21340020
218,67bf9e83f414a80755bb6c07,ESCOLA MUNICIPAL MOZART LAGO,RIO DE JANEIRO,OSWALDO CRUZ,"RUA JOSÉ CARVALHO SALGADO, S/N",21340220
219,67bf9e83f414a80755bb6c08,ESCOLA MUNICIPAL PADRE DEHON,RIO DE JANEIRO,OSWALDO CRUZ,"RUA MARIA JOSÉ,  S/N",21341140
220,67bf9e83f414a80755bb6c09,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL (SENAC),RIO DE JANEIRO,MADUREIRA,"RUA EWBANCK DA CAMARA, 91",21310150
221,67bf9e83f414a80755bb6c0a,ESCOLA MUNICIPAL JOSÉ EMYGDIO DE OLIVEIRA,RIO DE JANEIRO,OSWALDO CRUZ,"RUA MARIA JOSE, SN",21341140
222,67bf9e83f414a80755bb6c0b,ESCOLA MUNICIPAL GOIAS,RIO DE JANEIRO,ENGENHO DE DENTRO,RUA GOIAS 248,20756120
223,67bf9e83f414a80755bb6c0c,ESCOLA MUNICIPAL HELIO SMIDT,RIO DE JANEIRO,ENGENHO DE DENTRO,RUA JOSE DOS REIS 879,20756115
224,67bf9e83f414a80755bb6c0d,ESCOLA MUNICIPAL BOLIVAR,RIO DE JANEIRO,ENGENHO DE DENTRO,RUA JOSE DOS REIS 466,20756116
225,67bf9e83f414a80755bb6c0e,ESCOLA MUNICIPAL TAGORE,RIO DE JANEIRO,PIEDADE,PRACA FREDERICO DUVAL S/N,20756030
226,67bf9e83f414a80755bb6c0f,ESCOLA MUNICIPAL FRANCA,RIO DE JANEIRO,QUINTINO BOCAIUVA,RUA PADRE MANUEL DA NÓBREGA 725,21381009
227,67bf9e83f414a80755bb6c10,ESCOLA MUNICIPAL JOAO KOPKE,RIO DE JANEIRO,PIEDADE,RUA SOUSA CERQUEIRA 63,20751090
228,67bf9e83f414a80755bb6c11,PARÓQUIA DIVINO SALVADOR,RIO DE JANEIRO,PIEDADE,RUA DIVINO SALVADOR 153,20756210
229,67bf9e83f414a80755bb6c12,ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM,RIO DE JANEIRO,PIEDADE,AV. DOM HÉLDER CÂMARA 8484,20751003
230,67bf9e83f414a80755bb6c13,ESCOLA MUNICIPAL PROFESSOR SOUZA DA SILVEIRA,RIO DE JANEIRO,QUINTINO BOCAIUVA,RUA AMÁLIA S/N,21380400
231,67bf9e83f414a80755bb6c14,ESCOLA MUNICIPAL JAIME COSTA,RIO DE JANEIRO,CAVALCANTI,RUA MÚCIO TEIXEIRA 25,21381330
232,67bf9e83f414a80755bb6c15,GRÊMIO ESPORTIVO VITAL,RIO DE JANEIRO,QUINTINO BOCAIUVA,RUA VITAL 80,21380210
233,67bf9e83f414a80755bb6c16,PARÓQUIA NOSSA SENHORA DO AMPARO E SANTA MARIA GORETTI,RIO DE JANEIRO,CASCADURA,"AV. DOM HÉLDER CÂMARA, 9887",21380002
234,67bf9e83f414a80755bb6c17,SANTA MÔNICA CENTRO EDUCACIONAL,RIO DE JANEIRO,CASCADURA,RUA CERQUEIRA DALTRO 244,21380320
235,67bf9e83f414a80755bb6c18,ESCOLA MUNICIPAL ALAGOAS,RIO DE JANEIRO,PILARES,AV. DOM HELDER CAMARA 6742,20751002
236,67bf9e83f414a80755bb6c19,ESCOLA MUNICIPAL MARANHAO,RIO DE JANEIRO,PILARES,AV. JOÃO RIBEIRO 389,20750092
237,67bf9e83f414a80755bb6c1a,IRMANDADE DE SÃO BENEDITO DE PILARES,RIO DE JANEIRO,PILARES,RUA DJALMA DUTRA S/N,20755000
238,67bf9e83f414a80755bb6c1b,ESCOLA MUNICIPAL PREFEITO FILADELFO AZEVEDO,RIO DE JANEIRO,CAVALCANTI,RUA GRAÇA MELO 640,21381300
239,67bf9e83f414a80755bb6c1c,ESCOLA MUNICIPAL QUINTINO BOCAIÚVA,RIO DE JANEIRO,QUINTINO BOCAIUVA,RUA VITAL 152,21380210
240,67bf9e83f414a80755bb6c1d,BANCO ITAÚ (AGÊNCIA DOM HELDER CÂMARA),RIO DE JANEIRO,PILARES,"AV. DOM HELDER CAMARA, 6586",20771005
241,67bf9e83f414a80755bb6c1e,ESCOLA MUNICIPAL ENGENHEIRO ROBERTO MAGNO DE CARVALHO,RIO DE JANEIRO,PILARES,PRAÇA JOSÉ BENEVIDES S/N,20755110
242,67bf9e83f414a80755bb6c1f,CCIP - CENTRO DE COMÉRCIO E INDÚSTRIA DE PILARES,RIO DE JANEIRO,PILARES,"RUA CASIMIRO DE ABREU, 176",20750070
243,67bf9e83f414a80755bb6c20,ESCOLA MUNICIPAL CINCO DE JULHO,RIO DE JANEIRO,CASCADURA,RUA CAETANO DA SILVA 730,21381370
244,67bf9e83f414a80755bb6c21,ESCOLA MUNICIPAL HONORIO GURGEL,RIO DE JANEIRO,ENGENHO DE DENTRO,RUA JOSÉ DOS REIS 707,20756115
245,67bf9e83f414a80755bb6c22,IGREJA METODISTA,RIO DE JANEIRO,PILARES,RUA GLAZIOU 71,20750010
246,67bf9e83f414a80755bb6c23,ESCOLA MUNICIPAL SUECIA,RIO DE JANEIRO,PILARES,RUA MATEUS DE ANDRADE 42,20750190
247,67bf9e83f414a80755bb6c24,PARÓQUIA SÃO BENEDITO DE PILARES,RIO DE JANEIRO,PILARES,AV. DOM HELDER CAMARA 6653,20771002
248,67bf9e83f414a80755bb6c25,ESCOLA MUNICIPAL ANTONIO PEREIRA,RIO DE JANEIRO,TOMÁS COELHO,RUA MOACIR DE ALMEIDA 771,20750340
249,67bf9e83f414a80755bb6c26,COLÉGIO SÃO VICENTE DE PAULO,RIO DE JANEIRO,COSME VELHO,RUA COSME VELHO 241,22241090
250,67bf9e83f414a80755bb6c27,ESCOLA EDEM,RIO DE JANEIRO,LARANJEIRAS,RUA GAGO COUTINHO 14,22221070
251,67bf9e83f414a80755bb6c28,ESCOLA MUNICIPAL ALBERT SCHWEITZER,RIO DE JANEIRO,LARANJEIRAS,RUA GENERAL GLICÉRIO 186,22245120
252,67bf9e83f414a80755bb6c29,FLUMINENSE FOOTBALL CLUB,RIO DE JANEIRO,LARANJEIRAS,RUA ÁLVARO CHAVES 41,22231220
253,67bf9e83f414a80755bb6c2a,CATEDRAL METODISTA DO RIO DE JANEIRO,RIO DE JANEIRO,LARANJEIRAS,RUA CONDE DE BAEPENDI S/N - ENTRADA PRAÇA JOSÉ DE ALENCAR N 4,22231140
254,67bf9e83f414a80755bb6c2b,HEBRAICA,RIO DE JANEIRO,LARANJEIRAS,RUA DAS LARANJEIRAS 346,22240002
255,67bf9e83f414a80755bb6c2c,PARÓQUIA CRISTO REDENTOR,RIO DE JANEIRO,LARANJEIRAS,RUA DAS LARANJEIRAS N 519,22240004
256,67bf9e83f414a80755bb6c2d,INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS - INES,RIO DE JANEIRO,LARANJEIRAS,RUA DAS LARANJEIRAS 232,22240001
257,67bf9e83f414a80755bb6c2e,LICEU FRANCO BRASILEIRO,RIO DE JANEIRO,LARANJEIRAS,RUA DAS LARANJEIRAS 15,22240000
258,67bf9e83f414a80755bb6c2f,COLÉGIO FORÇA MÁXIMA,RIO DE JANEIRO,LARANJEIRAS,RUA SÃO SALVADOR 49,22231140
259,67bf9e83f414a80755bb6c30,ESCOLA MUNICIPAL SANTA CATARINA,RIO DE JANEIRO,SANTA TERESA,RUA EDUARDO SANTOS 38,20251460
260,67bf9e83f414a80755bb6c31,COLÉGIO PINHEIRO GUIMARÃES,RIO DE JANEIRO,CATETE,RUA SILVEIRA MARTINS 151,22221000
261,67bf9e83f414a80755bb6c32,SEAERJ - SOC. DOS ENGENHEIROS E ARQUITETOS RJ,RIO DE JANEIRO,GLÓRIA,RUA DO RUSSEL 1,22210010
262,67bf9e83f414a80755bb6c33,COLÉGIO ESTADUAL MONTEIRO DE CARVALHO,RIO DE JANEIRO,SANTA TERESA,RUA ALMIRANTE ALEXANDRINO 2495,20241263
263,67bf9e83f414a80755bb6c34,FUNDAÇÃO IBGE,RIO DE JANEIRO,BAIRRO DE FÁTIMA,RUA ANDRÉ CAVALCANTI 106,20231050
264,67bf9e83f414a80755bb6c35,COLÉGIO SANTO ANTÔNIO MARIA ZACCARIA,RIO DE JANEIRO,CATETE,RUA DO CATETE 113,22220000
265,67bf9e83f414a80755bb6c36,COLÉGIO ANGELORUM,RIO DE JANEIRO,GLÓRIA,"RUA CÂNDIDO MENDES, 109",20241220
266,67bf9e83f414a80755bb6c37,CIEP PRESIDENTE TANCREDO NEVES,RIO DE JANEIRO,CATETE,RUA DO CATETE 77,22220000
267,67bf9e83f414a80755bb6c38,ESCOLA MUNICIPAL GUATEMALA,RIO DE JANEIRO,BAIRRO DE FÁTIMA,PRACA AGUIRRE CERDA S/N,20240200
268,67bf9e83f414a80755bb6c39,ACM - ASSOCIAÇÃO CRISTÃ DE MOÇOS DO RIO DE JANEIRO,RIO DE JANEIRO,LAPA,RUA DA LAPA N 73,20021180
269,67bf9e83f414a80755bb6c3a,COLÉGIO ESTADUAL AMARO CAVALCANTI,RIO DE JANEIRO,CATETE,LARGO DO MACHADO 20,22221020
270,67bf9e83f414a80755bb6c3b,CIEP NAÇÃO RUBRONEGRA,RIO DE JANEIRO,LEBLON,PRAÇA NOSSA SENHORA AUXILIADORA S/N,22441050
271,67bf9e83f414a80755bb6c3c,BANCO BRADESCO LEBLON,RIO DE JANEIRO,LEBLON,AV. ATAULFO DE PAIVA 1003,22440031
272,67bf9e83f414a80755bb6c3d,AABB,RIO DE JANEIRO,LEBLON,AV. BORGES DE MEDEIROS 829,22470001
273,67bf9e83f414a80755bb6c3e,ESCOLA ESTADUAL PROFESSOR ANTÔNIO MARIA TEIXEIRA FILHO,RIO DE JANEIRO,LEBLON,AV. BARTOLOMEU MITRE 701,22431000
274,67bf9e83f414a80755bb6c3f,CLUBE MONTE LÍBANO,RIO DE JANEIRO,LEBLON,AV. BORGES DE MEDEIROS 701,22470001
275,67bf9e83f414a80755bb6c40,CLUBE DE REGATAS DO FLAMENGO,RIO DE JANEIRO,LEBLON,PRAÇA NOSSA SENHORA AUXILIADORA S/N,22441050
276,67bf9e83f414a80755bb6c41,COLÉGIO ANDRÉ MAUROIS,RIO DE JANEIRO,LEBLON,AV. VISCONDE DE ALBUQUERQUE 1325,22450000
277,67bf9e83f414a80755bb6c42,ESCOLA MUNICIPAL SERGIO VIEIRA DE MELLO,RIO DE JANEIRO,LEBLON,PRAÇA NOSSA SENHORA AUXILIADORA S/N,22441050
278,67bf9e83f414a80755bb6c43,COLÉGIO SANTO AGOSTINHO,RIO DE JANEIRO,LEBLON,RUA JOSÉ LINHARES 88,22430220
279,67bf9e83f414a80755bb6c44,BANCO DO BRASIL LEBLON,RIO DE JANEIRO,LEBLON,AV. BARTOLOMEU MITRE 438 - A,22450160
280,67bf9e83f414a80755bb6c45,PAISSANDU ATLÉTICO CLUBE,RIO DE JANEIRO,LEBLON,AV. AFRANIO DE MELO FRANCO 330,22430060
281,67bf9e83f414a80755bb6c46,CAIXA ECONÔMICA FEDERAL,RIO DE JANEIRO,LEBLON,RUA JOÃO LIRA 84 (ENTRADA PELA AV. ATAULFO DE PAIVA),22430210
282,67bf9e83f414a80755bb6c47,ESCOLA JOCKEY CLUBE,RIO DE JANEIRO,GÁVEA,AV. BARTOLOMEU MITRE 1110 ,22431000
283,67bf9e83f414a80755bb6c48,JOCKEY CLUBE BRASILEIRO,RIO DE JANEIRO,GÁVEA,PRACA SANTOS DUMONT S/N,22470060
284,67bf9e83f414a80755bb6c49,BANCO BRADESCO IPANEMA,RIO DE JANEIRO,IPANEMA,RUA VISCONDE DE PIRAJÁ 216,22410000
285,67bf9e83f414a80755bb6c4a,BANCO ITAU IPANEMA,RIO DE JANEIRO,IPANEMA,RUA VISCONDE DE PIRAJÁ 451,22410003
286,67bf9e83f414a80755bb6c4b,CLUBE CAIÇARAS,RIO DE JANEIRO,IPANEMA,AV. EPITÁCIO PESSOA S/N,22410090
287,67bf9e83f414a80755bb6c4c,ESCOLA HENRIQUE DODSWORTH,RIO DE JANEIRO,IPANEMA,AV. EPITÁCIO PESSOA 474,22411040
288,67bf9e83f414a80755bb6c4d,BANCO BRADESCO COPACABANA,RIO DE JANEIRO,COPACABANA,AV. NOSSA SENHORA DE COPACABANA 1380,22070012
289,67bf9e83f414a80755bb6c4e,CLUBE MARIMBAS,RIO DE JANEIRO,COPACABANA,PRAÇA CORONEL EUGENIO FRANCO 2,22070020
290,67bf9e83f414a80755bb6c4f,COLEGIO PINHEIRO GUIMARAES,RIO DE JANEIRO,IPANEMA,RUA NASCIMENTO SILVA 45  ,22421020
291,67bf9e83f414a80755bb6c50,COLEGIO SÃO PAULO,RIO DE JANEIRO,COPACABANA,RUA JOAQUIM NABUCO 267,22080030
292,67bf9e83f414a80755bb6c51,ESCOLA MARILIA DE DIRCEU,RIO DE JANEIRO,IPANEMA,RUA JANGADEIROS 39  ,22420010
293,67bf9e83f414a80755bb6c52,ESCOLA PENEDO,RIO DE JANEIRO,COPACABANA,RUA RAUL POMPEIA 183,22080001
294,67bf9e83f414a80755bb6c53,PARÓQUIA DA RESSURREIÇÃO,RIO DE JANEIRO,COPACABANA,RUA FRANCISCO OTAVIANO 99,22080040
295,67bf9e83f414a80755bb6c54,UNIVERSIDADE ESTACIO DE SA,RIO DE JANEIRO,COPACABANA,RUA RAUL POMPEIA 231,22080001
296,67bf9e83f414a80755bb6c55,COLÉGIO NOTRE DAME,RIO DE JANEIRO,IPANEMA,RUA BARÃO DA TORRE 308,22411000
297,67bf9e83f414a80755bb6c56,BANCO DO BRASIL COPACABANA,RIO DE JANEIRO,COPACABANA,AV. NOSSA SENHORA DE COPACABANA 1274,22070012
298,67bf9e83f414a80755bb6c57,BANCO ITAU COPACABANA,RIO DE JANEIRO,COPACABANA,AV. NOSSA SENHORA DE COPACABANA 1362,22070012
299,67bf9e83f414a80755bb6c58,PEQUENA CRUZADA,RIO DE JANEIRO,LAGOA,AV. EPITACIO PESSOA 4866,22471003
300,67bf9e83f414a80755bb6c59,COUNTRY CLUB,RIO DE JANEIRO,IPANEMA,RUA PRUDENTE DE MORAIS 1597,22420030
301,67bf9e83f414a80755bb6c5a,FACULDADES INTEGRADAS CÂNDIDO MENDES,RIO DE JANEIRO,IPANEMA,RUA JOANA ANGÉLICA 63,22420030
302,67bf9e83f414a80755bb6c5b,ESCOLA CASTELNUOVO,RIO DE JANEIRO,COPACABANA,RUA FRANCISCO OTAVIANO 105  ,22080040
303,67bf9e83f414a80755bb6c5c,ESCOLA PRESIDENTE JOSE LINHARES,RIO DE JANEIRO,IPANEMA,RUA BARAO DA TORRE 90  ,22411000
304,67bf9e83f414a80755bb6c5d,UNIVERSIDADE ESTACIO DE SA,RIO DE JANEIRO,COPACABANA,RUA RAUL POMPEIA 231,22080001
305,67bf9e83f414a80755bb6c5e,COLÉGIO NABE,RIO DE JANEIRO,BONSUCESSO,"RUA ALIOMAR HERMÍNIO PEREIRA, N.18",21060500
306,67bf9e83f414a80755bb6c5f,ESCOLA TEMPO DE CONSTRUIR,RIO DE JANEIRO,RAMOS,"RUA PEÇANHA POVOAS, 60",21060110
307,67bf9e83f414a80755bb6c60,ESCOLA MUNICIPAL CARNEIRO RIBEIRO,RIO DE JANEIRO,RAMOS,RUA PROFESSOR LACE 157,21060120
308,67bf9e83f414a80755bb6c61,ESCOLA MUNICIPAL JOAO BARBALHO,RIO DE JANEIRO,RAMOS,RUA DR. MIGUEL VIEIRA FERREIRA 392,21060090
309,67bf9e83f414a80755bb6c62,ESCOLA MUNICIPAL PADRE MANUEL DE NOBREGA,RIO DE JANEIRO,RAMOS,RUA PROFESSOR LACE 437,21060120
310,67bf9e83f414a80755bb6c63,ESCOLA MUNICIPAL WALT DISNEY,RIO DE JANEIRO,RAMOS,RUA PROFESSOR LACE 437,21060120
311,67bf9e83f414a80755bb6c64,INSTITUTO PIO XI,RIO DE JANEIRO,RAMOS,RUA ROBERTO SILVA 71,21060230
312,67bf9e83f414a80755bb6c65,ESCOLA MUNICIPAL JOÃO BARBALHO - ANEXO,RIO DE JANEIRO,RAMOS,"RUA DR. MIGUEL VIEIRA FERREIRA, N. 392",21060090
313,67bf9e83f414a80755bb6c66,SESC - SERVICO SOCIAL DO COMERCIO,RIO DE JANEIRO,RAMOS,RUA TEIXEIRA FRANCO 38,21060130
314,67bf9e83f414a80755bb6c67,ESCOLA MUNICIPAL MARIA MAZZETTI,RIO DE JANEIRO,TOMÁS COELHO,AV AUTOMÓVEL CLUBE 4676,21220300
315,67bf9e83f414a80755bb6c68,COLÉGIO VITAL GONÇALVES,RIO DE JANEIRO,ENGENHO DA RAINHA,RUA BORORÓ N. 36,20766570
316,67bf9e83f414a80755bb6c69,ESCOLA ESTADUAL OLGA BENARIO PRESTES,RIO DE JANEIRO,RAMOS,RUA JOANA FONTOURA 20,21060070
317,67bf9e83f414a80755bb6c6a,ESCOLA MUNICIPAL PROFESSORA VERA SABACK SAMPAIO,RIO DE JANEIRO,BONSUCESSO,ESTRADA DO ITARARÉ N. 1071,21061240
318,67bf9e83f414a80755bb6c6b,ESCOLA MUNICIPAL AFONSO VÁRZEA,RIO DE JANEIRO,INHAUMA,AVENIDA ITAOCA N.2086,21061020
319,67bf9e83f414a80755bb6c6c,INSTITUTO BATISTA DE ENSINO,RIO DE JANEIRO,ENGENHO DA RAINHA,ESTRADA ADEMAR BEBIANO N 3.805,20765171
320,67bf9e83f414a80755bb6c6d,COLÉGIO ESTADUAL JORNALISTA TIM LOPES,RIO DE JANEIRO,RAMOS,ESTRADA DO ITARARÉ N. 690,21061240
321,67bf9e83f414a80755bb6c6e,ESCOLA MUNICIPAL RUBENS BERARDO,RIO DE JANEIRO,INHAUMA,AVENIDA ITAOCA N. 2326,21061020
322,67bf9e83f414a80755bb6c6f,JARDIM ESCOLA LUME DE ESTRELAS,RIO DE JANEIRO,ENGENHO DA RAINHA,RUA LUME DE ESTRELAS N. 101- ANTIGO 15,20766280
323,67bf9e83f414a80755bb6c70,ESCOLA MUNICIPAL LUIS CEZAR SAYAO GARCEZ,RIO DE JANEIRO,OLARIA,RUA PARANAPANEMA 1055,21073185
324,67bf9e83f414a80755bb6c71,JARDIM ESCOLA PALÁCIO VERDE,RIO DE JANEIRO,OLARIA,"RUA ANTONIO REGO, 1026",21073312
325,67bf9e83f414a80755bb6c72,ESCOLA MUNICIPAL CLOVIS BEVILACQUA,RIO DE JANEIRO,OLARIA,RUA ANTONIO REGO 383,21073311
326,67bf9e83f414a80755bb6c73,FAETEC,RIO DE JANEIRO,OLARIA,"RUA PARANHOS, 127",21073460
327,67bf9e83f414a80755bb6c74,ESCOLA MUNICIPAL LAIS NETO DOS REIS,RIO DE JANEIRO,OLARIA,PRACA BELMONT S/N,21073010
